Location,Well,Rep,Days_Postplanting,Hours_Postplanting,Date,Emergence,V1,Death_Post_Emergence
TV_Rec,3B,10,11,264,6/10/2024,1,0,0
TV_Rec,3C,11,11,264,6/10/2024,1,0,0
TV_Rec,3D,12,11,264,6/10/2024,0,0,0
TV_Rec,1A,1,16,384,6/15/2024,0,0,0
TV_Rec,1B,2,16,384,6/15/2024,1,0,0
TV_Rec,1C,3,16,384,6/15/2024,0,0,0
TV_Rec,1D,4,16,384,6/15/2024,1,0,0
TV_Rec,2A,5,16,384,6/15/2024,1,0,0
TV_Rec,2B,6,16,384,6/15/2024,1,0,0
TV_Rec,2C,7,16,384,6/15/2024,1,0,0
TV_Rec,2D,8,16,384,6/15/2024,1,0,0
TV_Rec,3A,9,16,384,6/15/2024,1,0,0
TV_Rec,3B,10,16,384,6/15/2024,1,0,0
TV_Rec,3C,11,16,384,6/15/2024,1,0,0
TV_Rec,3D,12,16,384,6/15/2024,1,0,0
TV_Rec,1A,1,28,672,6/27/2024,0,0,0
TV_Rec,1B,2,28,672,6/27/2024,1,1,0
TV_Rec,1C,3,28,672,6/27/2024,0,0,0
TV_Rec,1D,4,28,672,6/27/2024,1,1,0
TV_Rec,2A,5,28,672,6/27/2024,1,1,0
TV_Rec,2B,6,28,672,6/27/2024,1,1,0
TV_Rec,2C,7,28,672,6/27/2024,1,1,0
TV_Rec,2D,8,28,672,6/27/2024,1,1,0
TV_Rec,3A,9,28,672,6/27/2024,1,1,0
TV_Rec,3B,10,28,672,6/27/2024,1,1,0
TV_Rec,3C,11,28,672,6/27/2024,1,0,0
TV_Rec,3D,12,28,672,6/27/2024,1,1,0
TV_Rec,1A,1,47,1128,7/16/2024,0,0,0
TV_Rec,1B,2,47,1128,7/16/2024,1,1,0
TV_Rec,1C,3,47,1128,7/16/2024,0,0,0
TV_Rec,1D,4,47,1128,7/16/2024,1,0,1
TV_Rec,2A,5,47,1128,7/16/2024,1,1,0
TV_Rec,2B,6,47,1128,7/16/2024,1,1,0
TV_Rec,2C,7,47,1128,7/16/2024,1,1,0
TV_Rec,2D,8,47,1128,7/16/2024,1,1,0
TV_Rec,3A,9,47,1128,7/16/2024,1,1,0
TV_Rec,3B,10,47,1128,7/16/2024,1,1,0
TV_Rec,3C,11,47,1128,7/16/2024,1,0,0
TV_Rec,3D,12,47,1128,7/16/2024,1,0,1
